P01901859A0000|0 64|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P07590268A0350|122 141|mammalian MAPKAPK-2
P08771781A0103|122 141|Brassica napus (L.)
P07636187A0585|122 140|wild-type promoter
P09417493A0823|122 139|alpha 2-globuline
P10330134A0765|122 139|RFX binding sites
P07490079A0825|122 138|murine STEP gene
P07678006A0472|122 138|CaM PDE isoforms
P07498791A0680|122 136|protein kinase
P09162097A1258|122 136|mouse MAdCAM-1
P09713996T0000|122 136|P-glycoprotein
P09535908A0321|122 135|70 kDa (LNX-b
P11429702A0917|122 135|FGFR3 mutants
P10439040A0658|122 135|CAT reporters
P02585492A1005|122 133|P1 proteins
P06986168A0304|122 133|V8 protease
P10084294A0219|122 133|transferrin
P08058326A0463|122 133|murine gene
P09079902A0713|122 132|12-kDa Ndk
P09799793T0000|122 132|CUTL1 loci
P08321199T0000|122 131|HMR locus
P09575187A1558|122 131|sAPPalpha
P08602169A0484|122 131|MAT alpha
P07597030A0260|122 130|hTAFII32
P08514766A0732|122 130|p21 rac1
P10903733A0540|122 129|TRAF) 1
P11155096A0222|122 129|TPO-Abs
P07568118A1267|122 128|p21ras
P09139737A0000|122 128|SREBPs
P07791783A0000|122 128|SOX-LZ
P02778873A0761|122 127|DR-A2
P07878029A0721|122 127|CBF-A
P08618882A0343|122 127|BZLF1
P10446998A0955|122 127|c-fos
P11220306A0911|122 127|HexA+
P10446998A0375|122 127|c-fos
P01422265A0263|122 126|IgG2
P08088777A0754|122 126|Fpgs
P09872832A1262|122 126|IL-6
P10085140A1004|122 126|Smad
P08995410A1109|122 126|p170
P09858883A1106|122 126|N-A3
P10488148T0000|122 126|AP-1
P07941750A0344|122 126|HyuB
P09122168A1427|122 126|GRK2
P09873060A0901|122 126|FosB
P09584180A0701|122 126|IL-4
P09495283A0000|122 126|HSF2
P10197985A0145|122 126|5'ss
P02298741A0809|122 125|PKC
P10749145T0000|122 125|Ras
P11358958A0878|122 125|E1A
P09057648A0422|122 125|FC3
P08702845A0000|122 125|DAT
P11408575A0000|122 125|Clb
P11251083T0000|122 125|ERK
P10714985A1057|122 125|trp
P09453537A0863|122 125|SP1
P08939891A0285|122 125|Nrl
P10446912A0883|122 125|OF3
P10727433A0560|122 125|Ets
P09186056A0514|122 125|E12
P02906249A1195|122 124|Hb
P09731704A1472|122 124|E2
P07526609A0736|122 124|S4
P09121433A0463|122 123|T
P11294895A0292|123 160|phosphatidylinositol transfer protein
P03869442A0223|123 158|1-desamino-8-D-arginine vasopressin
P07534297A0141|123 156|chloramphenicol acetyltransferase
P02118519A0516|123 151|nerve growth factor receptor
P10657658A0165|123 151|kappa B-linked reporter gene
P01321332A0970|123 148|apoAI gene basal promoter
P08065331A0279|123 148|chimeric E2A-HLF proteins
P07759525A0417|123 147|casein kinase I isoforms
P07624119A0528|123 146|GAL4 DNA-binding domain
P08132574A0831|123 145|cytochrome CYP1A1 gene
P08367487A1014|123 144|endogeneous U2 snRNPs
P11306511A1476|123 144|progesterone receptor
P08692924A0328|123 144|DNA-binding complexes
P04014861A0000|123 143|superoxide dismutase
P10773455A1268|123 143|mouse ALAS2 promoter
P07914192A0211|123 143|ets response element
P09369451A0693|123 143|MEF)-2 like sequence
P10215594A1728|123 143|2SV40-LUC constructs
P09353296A0510|123 143|E. coli moaC product
P06602580A0664|123 142|alpha 1-antitrypsin
P09524267A1023|123 141|DNA-binding domain
P08794326A0405|123 140|pol gene of SFV-1
P09651383A0967|123 139|HNF-4 constructs
P01325221A0870|123 137|p41 MAP kinase
P09721207A0637|123 137|vacillans gene
P06308607A0375|123 135|p30 sequence
P08668201A1059|123 135|MATalpha1 IE
P07687541A0992|123 135|S.cerevisiae
P09121452A0538|123 134|C/EBP alpha
P01694525A0000|123 133|N-terminus
P07937954A0612|123 133|MAP kinase
P10359575A0317|123 133|bFcgamma2R
P08253777A0301|123 133|Kv1.5 gene
P02120707A0594|123 132|HLA-DRA X
P08291233A0000|123 132|U3 region
P07823919A1422|123 132|COUP-TFII
P10488148A1267|123 132|NF-kappaB
P01309860A0559|123 131|mouse L1
P10781604A0827|123 131|Rsp5 WW2
P09312025A0373|123 131|p85alpha
P10336495A0547|123 131|RXRalpha
P10721714A1087|123 131|Sp1 site
P08144497T0000|123 130|GTP-ras
P11094066A0505|123 130|FKHR-L1
P03570455A0433|123 129|TSST-1
P09427627A0802|123 129|FK1012
P03619249A0428|123 129|HBe Ag
P10194762A0648|123 129|STAT5a
P01446828A1088|123 128|NF-A2
P07935447A0972|123 128|HF-1a
P02123877A1452|123 128|egr-2
P09442080A0856|123 128|SHP-1
P11278440A0095|123 128|S0-S1
P11886473A0796|123 128|CagA+
P02900760A0073|123 128|pol I
P09553040A0651|123 128|Stats
P02162103A0000|123 128|PIV-2
P11522658A0086|123 128|ErbB2
P01733358A0240|123 128|mucin
P10347220A1477|123 128|Cet1p
P01331501A0397|123 127|p107
P11196191A1789|123 127|PI3K
P08182041A1067|123 127|CREB
P11000250A0200|123 127|STAT
P09218775A1229|123 127|algD
P10498706A1219|123 127|KdgR
P10207049A1001|123 127|CUP1
P01717833A1223|123 127|CREB
P01398140A0488|123 126|PSE
P09427627A0930|123 126|S6k
P10617126A1005|123 126|CA1
P09710582A0535|123 126|MEK
P09837913A0419|123 126|hD2
P09729481A1177|123 126|Sp1
P10817754T0000|123 126|H19
P11297545A0948|123 126|hGH
P07772036A1000|123 126|NF1
P08412662A0333|123 126|Tn5
P08937981A0840|123 126|p46
P08336012A0632|123 125|FN
P10406464A0687|123 125|TR
P09833740A1112|123 125|U1
P01413984A0737|123 124|a
P11289135A0975|124 169|extracellular signal-regulated protein kinase
P08723352A0084|124 161|retinoblastoma tumour suppressor gene
P01328854T0000|124 158|human phosphoglycerate mutase gene
P01454819A0000|124 154|ADP-ribosylarginine hydrolases
P10640683A0670|124 154|rat insulin promoter element 3
P07513703T0000|124 152|insulin receptor substrate-1
P08486276A0419|124 151|bacterial transmembrane (TM
P07916577A0190|124 149|Kruppel-related sequences
P02247072A0794|124 148|E. coli S5 ram mutations
P01394655A0615b|124 145|Jack bean meal urease
P08990194A0000|124 145|pituitary thyrotropin
P08183915A0000|124 145|p70 I kappa B protein
P08993831A0000|124 144|muscle-specific gene
P10080901A0271|124 144|ribosomal protein L9
P10231454A0731|124 144|alkaline phosphatase
P10021350A0093|124 143|LEF family proteins
P10373507A0680|124 143|cardiac alpha-actin
P01380454A0451|124 142|Jun-Jun homodimers
P08111035A0098|124 142|beta-glucuronidase
P08754802T0000|124 141|nuclear receptors
P01360294A0000|124 140|antithrombin III
P10598101A0000|124 140|22 kDa zein gene
P02969819A0814|124 139|Cmu transcripts
P08281740A0000|124 138|IgG antibodies
P02462523A0394|124 137|su(Hw) mutant
P10591633A0138|124 137|SNARE protein
P09990060A0803|124 137|IL-2 enhancer
P08759870A1128|124 137|Fur repressor
P01779433A0694|124 136|alpha 2 gene
P08626325A0543|124 136|UmuD'-UmuD')
P08621017A1186|124 135|uPA PEA3/12
P11568988A0960|124 135|Pa elastase
P11031252A0646|124 135|PKC isotype
P01384229A0175|124 134|BF-IV gene
P07872673A0332|124 134|c-fos gene
P09089653A0615|124 134|luciferase
P02107548A0727|124 133|psi ARF 4
P09837907A0857|124 133|caspase-3
P10414451A0093|124 133|protein C
P07600111A0000|124 132|I and II
P08979089A1197|124 132|Sp1 site
P01512259A0867|124 131|Dfurin2
P09233811A0072|124 131|Mat1-Mc
P08647434A1124|124 131|hTAF(II
P08798610A0843|124 131|Cdc42Hs
P08382303T0000|124 131|p34cdc2
P11686378A0326|124 131|E. coli
P10409741A0382|124 131|cdc20-1
P07980440A0138|124 131|insulin
P07528772A1539|124 130|ZAP-70
P09121433A0463|124 130|A)4TAG
P10342829A0236|124 130|hGnRHR
P10601344A1653|124 130|beta1A
P08798643T0000|124 130|ZAP-70
P08647086A0720|124 129|E2F-1
P07563090A0624|124 128|PPT2
P07656588A0101|124 128|FUT1
P10036191A0000|124 128|TFE3
P08808707A0631|124 128|SAPK
P09566871A0343|124 128|FUS3
P09537375A0198|124 128|GntR
P11171118A0836|124 128|NF-1
P10469174A0678|124 128|MBF1
P10090146T0000|124 128|AP-2
P10342829A1370|124 128|SF-1
P10611242A0541|124 128|Spt8
P02542612A0530|124 127|CAT
P08576262A0160|124 127|G16
P10407184A0520|124 127|CAT
P09212063A0425|124 127|VDR
P09024805A0905b|124 127|ZII
P07951410A1332|124 127|E1A
P07876192A0443|124 127|ICE
P11486032A1261|124 127|E2A
P07948129A0297|124 127|CAT
P01372802A1481|124 126|C3
P08120029A0864|124 126|R2
P10411139A1344|124 126|U4
P09405685A0113|124 125|T
P07859301A0325|125 164|myc-related transcription factor family
P08230418A0812|125 156|urokinase plasminogen activator
P07797077A0842|125 153|interferon regulatory factor
P09418861A0623|125 151|pleckstrin homology domain
P02603923A0220|125 148|epidermal growth factor
P08417330A0149|125 148|CYC1-lacZ reporter gene
P01400396A1265|125 146|protein kinase C beta
P01313909A0526|125 145|ICP0-coding sequence
P10395199A0792|125 145|anti-Ras mAb Y13-259
P08276851A0347|125 145|ATP-binding proteins
P08702807A0964|125 143|cyclin D1 promoter
P09561560A0579|125 142|SIV gene products
P07862092A0302|125 141|mutation pol3-11
P09119031A1036|125 141|alpha2beta beta'
P03275873A0379|125 139|alpha-amanitin
P11139473A0696|125 139|SMemb promoter
P10359663A0425|125 139|SV40) promoter
P09003001A1909|125 139|E-box elements
P10675610A0279|125 138|C-MYC protein
P07707531A0550|125 137|alpha 4 gene
P11157035A1405|125 137|IFN alpha-2b
P11323411A0505|125 137|N-SH2 domain
P11416144A1324|125 136|p53 protein
P07387242A0236|125 135|hemoglobin
P10629035A0827|125 135|telomerase
P11160683A1220|125 135|CREB sites
P09115242A0934|125 135|C/EBP-beta
P09047344A0000|125 135|calmodulin
P10358080A1114|125 135|human HSF1
P09148929A0372|125 135|Ctpct gene
P02455821A0099|125 134|UL region
P09467900A0701|125 133|X domain
P10574913A1108|125 133|clathrin
P11090762A0527|125 133|delta (1
P10915728A0216|125 133|IFN-beta
P10593950A1113|125 133|hnRNP A1
P07791763T0000|125 132|insulin
P08387155A1248|125 132|topo II
P08665853A0228|125 131|ErbB-3
P11532856A1175|125 131|p42/44
P10925159A1353|125 131|MARTA2
P07933066T0000|125 130|E2F-1
P08151787A0355|125 130|IE110
P11034392A1072|125 130|PI-3K
P09611234A0098|125 130|N-CoR
P09575217A0000|125 130|Stats
P08608222T0000|125 130|STAT1
P09257651T0000|125 130|Prp3p
P11361338A0447|125 130|Pex5p
P08382778A0891|125 130|TFIIE
P09736697A0783|125 130|Stat3
P03026915A1024|125 129|lacZ
P09238860A1974|125 129|IL-2
P10793143A1533|125 129|Cdc6
P10792583A0000|125 129|ACTH
P10556028A0292|125 129|Prep
P10815410A0000|125 129|IL-1
P11395469A1373|125 129|sid2
P08395014A1364|125 129|PPZ1
P08576042A0765|125 129|hrcA
P08683108A1501|125 129|junB
P07748493A1045|125 128|ELH
P09525598A0325|125 128|Raf
P11266540A0328|125 128|Lef
P10516011A0471|125 128|pAP
P10825200T0000|125 128|Syk
P08924211A0941|125 128|AST
P10024383T0000|125 128|twy
P10860846A0480|125 128|AP2
P09199932A1357|125 128|E14
P11007954A0170|125 128|Ras
P08208540A1114|125 128|p85
P11133986A0350|125 128|PIP
P07706307A0914|125 126|B
P09638650A0169|125 126|M
P10628750A0298|126 161|heterodimeric nuclear factor-kappaB
P10488087A0340|126 159|chloramphenicol acetyltransferase
P10931927A0655|126 159|Escherichia coli DNA polymerase I
P09148903A1715|126 156|NF-kappaB transcription factor
P10467403A0000|126 155|phosphatidylinositol 3-kinase
P10209119A0076|126 150|ubiquitin ligase complex
P08209423T0000|126 149|viral glycoprotein gene
P02307848A0347|126 148|5.6-kb Eco-R1 fragment
P11223257A0404|126 148|protein phosphatase 2A
P10072774A0537|126 148|beta integrin subunits
P11517399A0858|126 147|T'(135) acceptor site
P10995751A0093|126 146|IFN response element
P11024036A0984|126 146|wild-type constructs
P08620856A1172|126 145|mouse c-kit protein
P11502738A1457|126 144|cyclin D1 promoter
P01312005A0600|126 143|L-strand sequence
P08388543A1263|126 142|protein kinase C
P08915508A0000|126 141|trans-activator
P01048968A0152|126 140|beta-lactamase
P01383690A1023|126 140|ABL SH2 domain
P11000203A0752|126 139|K-Rev mutants
P09049304A1193|126 138|AP-2 protein
P09889202T0000|126 138|alpha + beta
P11181548A0214|126 138|mE-RABP gene
P07682842A0294|126 137|fMLF-R gene
P08106512A0522|126 137|interferons
P09725854A1060|126 136|Rf3 allele
P11241166A0677|126 136|Ob-R) mRNA
P10330146A0730|126 136|luciferase
P09556573A1062|126 135|PPARalpha
P10066798A0391|126 135|c-src527F
P06662623A0124|126 134|cm-2 s-1
P09531549A0658|126 134|clathrin
P11114718A0349|126 134|cyclin E
P10640683A0204|126 133|NeuroD2
P10758489A0206|126 133|Cdc2bAt
P10727515A1202|126 133|PLCbeta
P02146266A0000|126 131|sod-1
P07565713A0634|126 131|Hsp60
P10026784A2166|126 131|Pit-1
P09819391A1123|126 131|ASAP1
P08455611A0000|126 131|HS-40
P08662928T0000|126 130|IL-6
P08794339A1162|126 130|p300
P09234725A1892|126 130|AP-1
P10628748A0344|126 130|SF-1
P09186056A0514|126 130|MyoD
P10602507A0652|126 130|cdk4
P10103002A0705|126 130|gp42
P09382924A0131|126 130|LMP2
P09925372A0458|126 130|KRAB
P11258906A0743|126 130|RecA
P00089778A0000|126 129|FDP
P08051102A0532|126 129|2-3
P08808939A0000|126 129|HPr
P08307338A0227|126 129|cob
P08267667A0748|126 129|CYP
P10727433A0560|126 129|AP1
P10681520A0525|126 129|Rho
P10426450A1458|126 129|ILK
P10747099A0507|126 129|CAS
P09211913A0000|126 129|AhR
P02926499A0340|126 129|CBF
P08595878A0201|126 129|RTK
P01840607A0294|126 129|PFP
P09234713A0754|126 129|RAG
P10483124T0000|126 128|Ac
P09405685A0113|126 127|A
P09811695A1146|126 127|E
P09638650A0169|127 166|r) 160 kDa RNA-dependent RNA polymerase
P09438427A0727|127 165|Hoxa1 beta-galactosidase reporter gene
P10369926A0251|127 156|mammalian CXC chemokine genes
P08289831A0290|127 155|IFN-gamma-responsive element
P10807903A0362|127 154|wild-type (wt) D1 receptors
P08148463A0000|127 153|granulocyte-macrophage CSF
P09829836A0000|127 152|cyclin- dependent kinases
P07535768A1076|127 150|MAP kinase phosphatases
P07916689A1407|127 150|Y. lipolytica LEU2 gene
P10447593A0144|127 150|bacterial sigma factors
P07876194T0000|127 149|tyrosine kinase domain
P02142240A0506|127 148|progesteron receptors
P09193077A0000|127 148|CHS) minimal promoter
P07957632A0000|127 146|glutamate receptors
P01460054A0478|127 145|DNA binding domain
P07616569A0168|127 145|NADH dehydrogenase
P10471696A0734|127 145|Rap1p binding site
P02934891A0845|127 144|ner-binding sites
P10509768A1118|127 144|serum cholesterol
P08294429A0153|127 143|luciferase genes
P09353343A0919|127 143|nuclear hnRNP A1
P11238586A0000|127 143|TCR)-alpha/betas
P09278454A1261|127 143|recombinant YB-1
P08770920A1220|127 142|wild-type IDX-1
P07776685A0000|127 140|interleukin-2
P10026211A0136|127 140|C/EBP) family
P02880841A0313|127 139|beta subunit
P07937841A0790|127 139|myb oncogene
P09527921A1178|127 139|core element
P09705324A1602|127 139|rat Std gene
P07490079T0000|127 138|murine loci
P08443341A0384|127 138|myrosinases
P10727247A0461|127 136|TEF-1beta
P00668122A0414|127 135|ferritin
P07739382A0457|127 135|gelsolin
P10411139A1344|127 135|U6 helix
P02163382A0169|127 135|Tn3HoHo1
P10469140A0336|127 135|TNFalpha
P06810694A0328|127 134|apo A-I
P11071651A1308|127 134|FR-beta
P10454568A0815|127 134|insulin
P11238447A0524|127 133|eIF-5A
P11283014A0921|127 133|Arp2/3
P01413984A0737|127 132|HbA1C
P10448036A0748|127 132|zf4-7
P09855111A0905|127 132|SREBP
P10958688A0265|127 132|Sls1p
P02958204A0175|127 132|HDL-C
P01532229A1264|127 132|E-box
P02158927A0000|127 131|UTR3
P11094073A0000|127 131|RPTK
P10713176A0885|127 131|cdk6
P08454591A1322|127 131|AP-1
P11310937A0548|127 131|IL-6
P08668203A1230|127 131|SF-1
P09482902A0423|127 131|CDK4
P08647802A0000|127 131|Grb2
P07713936A0393|127 131|aidB
P09135149A0000|127 131|Mik1
P01285009A0000|127 130|mMT
P07493627A0882|127 130|RXR
P02796988A0735|127 130|Sp1
P08617802A0993|127 130|Ras
P10811804A0800|127 130|ERK
P07865876A1292|127 130|E2F
P11152283A0223|127 130|NGF
P10207087A0956|127 130|MEF
P09418905A1396|127 130|EGF
P02033038A0309|127 129|E3
P09626662A1076|127 129|TR
P08589358A0841|127 129|Hb
P07635572A1153|127 129|RB
P01372802A1481|127 128|D
P06287212A1352|127 128|T
P10790390X0000|127 128|E
P09524222A0769|128 175|human red cell alpha- and beta-adducin subunits
P10229682A1151|128 168|interleukin-6-binding-site-like sequence
P09380507A0514|128 162|DNA polymerase alpha gene promoter
P10762254A0954|128 158|DMA and TMA methyltransferases
P09804836A0000|128 155|colony stimulating factor-1
P10454561A0594|128 155|tumor necrosis factor alpha
P07835886A0894|128 152|alpha 1-antichymotrypsin
P10913304A1180|128 149|N-terminal Ets domain
P11062068T0000|128 149|p38 C-terminal domain
P09802206A1058|128 148|ribosomal protein S7
P09570133A0474|128 147|ETS-domain proteins
P01313846A0850|128 146|Drosophila amalgam
P02557217A0000|128 145|salmon calcitonin
P07791769A0826|128 145|ICP4 binding site
P11459794A1172|128 144|GnRH-II promoter
P08331067T0000|128 142|endo-N homolog
P08349632A0679|128 142|PSG12 psi gene
P10663558T0000|128 142|Ig heavy chain
P06099656T0000|128 141|HSV-1 tk gene
P10098601A1320|128 141|SF-1 sequence
P01321337A1161|128 140|alpha-factor
P07592711T0000|128 140|beta subunit
P01021091T0000|128 139|Octapressin
P11028131A1374|128 139|IFN beta-1b
P09209406A1021|128 138|c-cbl gene
P09285789A0712|128 138|PH) domain
P09826778A0943|128 138|COUP-TF II
P02445751A0925|128 137|F1 ATPase
P11560992A0651|128 137|mkk7(-/-)
P08040336A0435|128 135|albumin
P08483479A1056|128 135|alpha 1
P01974876A1051|128 133|BglII
P10940557A1687|128 133|MO-IH
P09931435A0357|128 133|ZIS-1
P11554727A0890|128 133|PTHSR
P07891685A1051|128 133|Cat4p
P07708497A0000|128 132|TREs
P10713176A0422|128 132|p130
P10913276A0684|128 132|SOS1
P10650939A1542|128 132|luc3
P08621542A0535|128 132|IL-1
P09218775A1229|128 132|xylE
P09079650A0136|128 132|JNKs
P10544037A0617|128 132|FZD9
P08995410A1109|128 132|p116
P10347197A0502|128 132|Sos1
P07799939A0628|128 132|PDGF
P01380062A0097|128 131|Y-2
P09712915A0672|128 131|Sp1
P08144852A0000|128 131|CRF
P10692374A1873|128 131|PAN
P10406466A0000|128 131|e.g
P11486032A1261|128 131|HLF
P08887643A1167|128 131|Raf
P02269426A0428|128 131|IST
P11355576A1125|128 131|pRb
P02489032A0000|128 130|VL
P11070007A0136|128 130|Cp
P09181130A1067|128 130|r3
P09914518A1217|128 130|ER
P09168623A0614|128 130|C1
P02041088A1053|129 167|chloramphenicol acetyltransferase gene
P11059786A0682|129 159|phosphatidylinositol 3'-kinase
P09735371A0227|129 157|LIM-type homeodomain protein
P09420219A0284|129 154|human beta-actin minigene
P09620273A0189|129 154|E2F transcription factors
P09781871A0404|129 153|csrA in Escherichia coli
P03110678A0702|129 149|beta 2-microglobulin
P11691585A1174|129 149|cKrox family members
P07760841A0647|129 148|UAS2-dependent gene
P09254678A0106|129 148|proteolipid protein
P01471602A0362|129 147|HMG-CoA) reductase
P09504906A0099|129 147|DNA-binding domain
P08005412A0608|129 147|engrailed PS sites
P07867622X0000|129 146|alpha 1-chimaerin
P09755199A0559|129 145|Scm null alleles
P10780883T0000|129 145|interferon-alpha
P11040219A0548|129 145|full-length NusA
P07538068A1094|129 144|Hoxa-7 enhancer
P08707825A0063|129 142|"smoothelin."
P11462004A1500|129 141|mutated NLS1
P02536160A0518|129 140|TK promoter
P07496400A0525|129 140|HMGR1L mRNA
P09119391A0870|129 140|human GPT-1
P07913080A0564|129 139|horse gene
P10024498A0783|129 139|HNF-3alpha
P09326246A0567|129 139|luciferase
P08703908A1814|129 138|StAR gene
P10706688A0376|129 138|NF-kappaB
P09645961A1158|129 138|nTPH gene
P10790390X0000|129 138|var)3-93D
P01331501A0397|129 137|cyclin A
P09544991A0750|129 137|m-Stat5a
P01560021A0379|129 137|rat gene
P03001353A0146|129 135|P85gag
P08682868A0738|129 135|Cdc31p
P11157784A0141|129 135|DGCR6L
P10359663A1280|129 135|GATA-1
P08986770A0268|129 134|I-POU
P09360956A0840|129 134|c-Raf
P10200473A0171|129 134|CLARP
P09837920A0222|129 134|c-Jun
P09372968A0996|129 134|Dlc-1
P01422265A0263|129 133|IgG3
P03004982A0199|129 133|fbcC
P01531632A0000|129 133|NSR1
P08106313A1492|129 133|HrpL
P09872832A1262|129 133|IL-8
P08663310A0157|129 133|IEGs
P10518937A0572|129 133|Bas2
P09199932A1357|129 133|NPAT
P10477597A0126|129 133|KHS1
P08300625A1352|129 133|slyD
P09024805A0905b|129 133|CREB
P10869076A1384|129 133|boxA
P07038684A1050|129 132|p62
P10811908A0938|129 132|I-1
P11692004A1200|129 132|NF1
P08955189A1198|129 132|Sp1
P10878398A0542|129 132|Non
P11312120A1311|129 132|Rac
P09305592A0000|129 132|abl
P10024383T0000|129 132|twy
P10540292A1179|129 132|spv
P09736770A0351|129 132|Sp1
P00512215A0000|129 131|f1
P10483124T0000|129 131|Ds
P01620781A0611|129 131|A5
P10972980A0295|129 130|B
P10567581A0119|130 174|winged helix/fork head transcription factors
P09388271A1243|130 172|extracellular signal-related kinase kinase
P07528772A0616|130 171|glutathione S-transferase fusion proteins
P01331086T0000|130 164|GABP-related transcription factors
P09537361A0149|130 156|colicin V immunity protein
P01898928A0260|130 155|Escherichia coli fur gene
P08703005A0645|130 155|CCAAT box-binding protein
P09099702A0692|130 152|mouse protamine 2 gene
P09005273A0322|130 151|butyrylcholinesterase
P10628748A0746|130 151|cAMP-response element
P01904437A0000|130 149|DNA binding protein
P08474456A1041|130 149|LyF-1 binding sites
P01917962A0152|130 149|human IL-2R L chain
P08550476A0610|130 147|EpiQ binding site
P08093616T0000|130 146|Drosophila genes
P10567533A0818|130 146|tyrosine kinases
P01588315A0356|130 145|polyhedrin gene
P02833021A1185|130 144|early promoter
P08421295A0365|130 144|LexA repressor
P08122364A0954|130 144|pCD41 sequence
P01735721A0185|130 143|E. coli TyrTS
P10545281A0836|130 143|bop gene mRNA
P11212327A1564|130 143|p59Lyn kinase
P06517816A0388|130 141|X m-2 X h-1
P07983715A0996|130 141|P4 promoter
P10671519A0641|130 140|LEM module
P10706736A1091|130 140|HLA-A*0201
P02987220A0472|130 139|FBP+ gene
P11352663A0138|130 139|NF-kappaB
P02555519A0798|130 138|H-chains
P09924987A0000|130 138|28S rRNA
P10679065A0711|130 138|p38 MAPK
P01116466A0185|130 137|V, VIII
P08836172A1382|130 137|p21Cip1
P02420432A1060|130 136|PAPP-A
P09858883A1106|130 136|T84.66
P08088777A0754|130 135|Grp78
P08642285A1548|130 135|STAT5
P11278290A1220|130 135|Smad2
P09724654A0761|130 135|RPA's
P09833740A1112|130 135|ACH-2
P11071924A0588|130 135|SLI-1
P02107073A0584|130 134|STE4
P10517672A1417|130 134|CTF1
P09867253A0229|130 134|AP-1
P11003641A0811|130 134|fcp1
P10805737T0000|130 134|eIF5
P10403839A1459|130 134|mAhr
P08918885A1087|130 134|Dig1
P06254973A1757|130 134|HDP*
P10579331A1225|130 134|dSRE
P10725382A0398|130 134|SOS2
P10359673A0000|130 134|GCN4
P10036191A0000|130 134|TFEB
P02903500A0278|130 133|neu
P08707840A0753|130 133|p62
P09626662A1076|130 133|RXR
P08382300A0341|130 133|VP5
P09858599A0392|130 133|PBX
P08228805A0540|130 133|TCR
P07519481A1275|130 132|KL
P08643578A0532|130 132|FG
P02573829T0000|131 169|Drosophila segmentation gene engrailed
P07867944A0365|131 160|sigma 35-recognized promoters
P08195186A0000|131 160|ecotropic retrovirus receptor
P02419327A0998|131 154|E. coli endonuclease IV
P08457291A0170|131 154|cellular c-fos oncogene
P11224226A0000|131 154|benzodiazepine receptor
P10347220A1477|131 154|RNA guanylyltransferase
P02236002A0958|131 153|chicken TCR beta cDNAs
P08548291A1059|131 153|serum response element
P01572549A0000|131 151|retroviral oncogenes
P07899581A0000|131 151|superoxide dismutase
P10727433A0560|131 150|activator protein 1
P08781119A0723|131 149|rat Met-ase-1 gene
P07629103T0000|131 147|beta-casein gene
P09426958A0110|131 147|Escherichia coli
P08722568A1001|131 147|H3 histone genes
P07565688A0797|131 146|150-kDa protein
P08491383A1291|131 146|protein-protein
P04014833A0400|131 145|concanavalin A
P07474140A1036|131 145|ICP27 homologs
P09882337A0000|131 145|gI Fc receptor
P09362480A0452|131 142|alpha-helix
P10567430A0785|131 142|Galpha(q/11
P10584704A0913|131 142|cytokeratin
P01527020A0511|131 141|human gene
P09427627A0930|131 141|MAP kinase
P10488148T0000|131 140|NF-kappaB
P10891399A1185|131 140|AP-1 site
P03619249A0428|131 139|anti-HBs
P08044802A0462|131 139|p53 gene
P09531559A1153|131 139|occludin
P08754834A1097|131 138|NN-84AG
P09601940A0280|131 137|NF-IL6
P09820621A0067|131 137|leptin
P07878029A0721|131 136|CBF-C
P10903733A0540|131 136|TRAF2
P10903843A0447|131 136|Tapa1
P10436016A0337|131 136|Mad1p
P08157009A0264|131 136|Aps2p
P07543684A1027|131 135|CFTR
P10815410A0000|131 135|IL-6
P08848052A0733|131 135|Gle1
P08846775A0110|131 135|CLN1
P10938105A0000|131 135|IAS1
P10085140A1004|131 135|TAK1
P09599102A1191|131 135|CUP1
P09122168A1427|131 135|GRK3
P09334331A0910|131 135|Vein
P10409656A1016|131 135|H411
P07559402A0622|131 134|PKA
P10669736A0903|131 134|PTB
P11281268A0000|131 134|AKs
P10496284A0115|131 134|IgG
P10548434A1549|131 134|ERK
P09287362A0589|131 134|PTP
P09010223A0667|131 134|SRF
P07644466A0578|131 134|NS3
P07438482A0145|131 133|E2
P08088513A0419|131 133|U6
P07745685A1442|131 133|SN
P07813466A0074|132 170|70-kDa-cognate-heat-shock protein gene
P02293019A0000|132 169|serine lysosomal proteinases elastase
P09649501A0358|132 167|heat shock factor binding protein 1
P08085228A0000|132 166|human immunodeficiency virus (HIV)
P11560992A1184|132 166|growth factor and antigen receptor
P10648020A0151|132 165|plasminogen activator inhibitor 1
P08728040T0000|132 162|basic fibroblast growth factor
P02758382A0478|132 160|sex hormone binding globulin
P08504928T0000|132 156|TATA box-binding subunit
P11532856A1175|132 156|mitogen activated kinase
P08532536A0925|132 155|epidermal growth factor
P08149484A1551|132 151|TPA-inducible genes
P10026784A2166|132 151|POU-specific domain
P01316680A0643|132 149|zinc finger motif
P08626809A0729|132 149|eIF-2alpha kinase
P09111340A0240|132 148|mutant myc genes
P09135149A0000|132 148|tyrosine kinases
P07969136A0273|132 147|NF-kappa B site
P09325278A0458|132 146|human proteins
P10666238A1322|132 146|E2F-1 promoter
P09573374A0687|132 146|human RIL gene
P10233885A0899|132 146|mim-1 promoter
P07749461A0632|132 145|sGTH alpha-G1
P08648665A0956|132 145|wild-type LE6
P08334304A0473|132 144|p21 rasVal12
P07673154A0688|132 143|fibronectin
P08276865A1188|132 142|MAP kinase
P09085842A0181|132 142|SR domains
P08825636T0000|132 142|NF-kappa B
P02949170A0184|132 141|prolactin
P07609079A0387|132 141|T3R alpha
P10850453A0713|132 141|TGF-beta1
